Ponded Water,Distance,Bulk Density,Concentration,Porosity,Hydraulic Conductivity,Dispersivity,Type-1 Sorption Fraction,Adsorption Coefficient,Type-2 Sorption Reaction Rate,Flux,Horizontal,Particle Density,Degree of Saturation,Relative Velocity,Saturation
1.0,1.0,0.33138039342952297,0.0007501875468867217,0.5710921992491862,0.7734047357070598,0.024739969514009155,0.2917914746598306,0.1964741298927482,0.05749739951186741,0.0,1.0,0.40662035677472197,0.999973244669278,0.5998436152374574,True
0.0,0.08823529411764708,0.658738388112579,0.0,0.3814634954265057,0.3800639372941371,0.96362336920288,0.8465564079640651,0.13864069742630256,0.11057474311365105,1.0,0.0,0.5161761877705526,0.9995954625981636,0.6567881490830154,True
0.0,0.411764705882353,0.18224876788251443,0.24981245311327835,0.1690483227741213,0.833581097457437,0.04843564575570494,0.49028872068468793,0.06325565623077832,0.4663925231195158,0.1,1.0,0.009009483162702558,0.372356501504418,0.6178054354988534,False
0.0,1.0,0.09452035634370226,0.0622655663915979,0.34659598067385344,0.754397241913943,0.13745219472539782,0.8954355371830998,0.012081366893602136,0.020263065366582712,1.0,0.0,0.06358588948956267,0.9999714693149528,0.9099376866271799,True
0.0,0.08823529411764708,0.505153884182846,0.0622655663915979,0.6166220541263776,0.6713769417981685,0.01809571703483182,0.7882476976409738,0.7370585530074376,0.24493038599319605,0.5,1.0,0.5769566372403725,0.884931325134684,0.24550735472828294,False
0.0,0.08823529411764708,0.5487229268524807,0.0622655663915979,0.3085474133637178,0.5595400185857813,0.24879677663293975,0.23464642892835047,0.027286667196162646,0.09874279300692373,0.5,0.0,0.37939726547462804,0.9999503908940905,0.9170903657215707,True
0.0,0.0,0.20960420776075583,0.0,0.40133849552587186,0.7399886875817522,0.0914792729497281,0.5208223658297294,0.055869982621816916,0.07201984019201574,0.1,0.0,0.18911181354139828,0.9996881752485105,0.8607304060861422,True
0.0,0.411764705882353,0.6306835631582031,1.0,0.9616867435661196,0.7295003954026765,0.9501018703249814,0.20735132356775224,0.5831550206634567,0.3684099661957985,0.1,1.0,0.9602430014373162,0.510535905540318,0.22247049491184162,False
0.6,1.0,0.9540549899118673,0.0,0.6661243056263983,0.1429913906934322,0.955482181369028,0.5719812107196762,0.6569744219358191,0.1974584962784469,0.0,1.0,0.9690869749135649,0.9999554054808588,0.27603180112223935,True
0.0,0.0,0.41922409465099797,0.0,0.5264895202095641,0.5814546231606863,0.9095414702769494,0.16421151747843252,0.0022007780286194874,0.25445953156130824,0.1,0.0,0.44124935165556245,0.9997338924804906,0.9578694406230466,True
0.1,0.411764705882353,0.4168513164743892,0.0622655663915979,0.7499410191443645,0.556961621748096,0.9931631199021245,0.4195009794965615,0.7321326129412874,0.16472914334233058,0.0,1.0,0.612087309335231,0.9999647012480057,0.2755635144287377,True
0.1,0.08823529411764708,0.33727862180228385,0.24981245311327835,0.08480096191792752,0.8367245975257496,0.9344832218565706,0.4248103228631643,0.1415934213377154,0.2596102301261229,0.0,1.0,0.0669907575681572,0.9999581412422047,0.6552639165338611,True
0.0,0.0,0.5330854826356193,0.0007501875468867217,0.2964048397754735,0.3675096356612714,0.9384510756880128,0.12226803191111223,0.042335853611452284,0.03959050327587741,0.1,0.0,0.35887424277018454,0.9999561725940735,0.8198456942851706,True
0.3,0.0,0.6503358983652552,0.0,0.6424628224562805,0.3469829577647009,0.0655616963895856,0.06739488073308278,0.009406814732377582,0.023697261214380136,0.0,1.0,0.7110586951634712,0.9999576046618328,0.9654451912516381,True
0.0,0.08823529411764708,0.5337776931354723,1.0,0.20681181485191757,0.667491715625274,0.07487771986211575,0.25798135452913407,0.11890944058398752,0.12577906479607687,0.04,1.0,0.29560070994366416,0.3130098841821626,0.44564650224483804,False
0.0,0.411764705882353,0.6949840076198042,0.0007501875468867217,0.467453778611167,0.697272831921808,0.5038658755809987,0.3435097184258609,0.006614691999314762,0.11863910967921447,0.5,1.0,0.608922891289172,0.9999659084693682,0.9447538089175244,False
0.0,0.411764705882353,0.4283733852265268,0.0622655663915979,0.4187695499174424,0.7461974331347089,0.9475082976337359,0.09430660902684776,0.1883357107644336,0.0855612982177703,0.02,0.0,0.36840240466776475,0.999798713362466,0.6222956379494566,True
0.0,0.08823529411764708,0.7522406776366797,0.0622655663915979,0.5129927167920725,0.7168025646097029,0.9498586486692306,0.36355455777167056,0.052291554205913,0.2564517564131368,0.1,1.0,0.68824150013638,0.8744621098593386,0.8037249056238177,False
